Store Name,Description,Department,Qty Sold,Cost,Retail,Total Retail,Margin,Profit
CEDAR   LLC,CARAMELLO KING,CANDY : BARS,80,1.75,3.29,263.20,46.83,123.25
CEDAR   LLC,HOSTESS DONETTES POWDERED,BAKERY & PASTRY,80,3.29,5.69,466.58,42.12,191.74
WHEAT   LLC,ZYN CITRUS 6MG,POUCH,80,6.65,8.99,719.20,26.03,187.20
HAWK   LLC,CHEDDAR MILD STIX 1/OZ SA,REFRIGERATED,80,0.46,0.89,71.20,48.74,34.70
HAWK   LLC,B.B. MISSISSIPPI MUD SAND,ICE CREAM,80,1.03,2.19,175.20,53.12,93.07
HAWK   LLC,RED BULL YELLOW 12 OZ,BEVERAGE : STANDARD,80,2.06,4.09,327.20,49.62,162.37
CHEYENNE   LLC,BON APPETIT CHEESE CROISS,BAKERY & PASTRY,80,1.87,3.19,255.20,41.42,105.70
CHEYENNE   LLC,SMOKE SHOP $14.99,SMOKE SHOP,80,6.39,14.99,892.99,57.36,687.84
Zuni   LLC,LIFE WATER 700 ML,BEVERAGE : STANDARD,80,1.61,2.89,231.20,44.20,102.20
Zuni   LLC,ALMOND JOY KING,CANDY : BARS,80,1.75,3.29,263.20,46.83,123.25
Zuni   LLC,MEXICAN COKE GLASS 12 OZ,BEVERAGE : STANDARD,80,1.69,3.39,264.80,50.04,135.70
Zuni   LLC,GATORADE FIERCE GRAPE 28 OZ,BEVERAGE : STANDARD,80,1.99,3.39,285.80,41.30,112.00
Zuni   LLC,SMOKE SHOP $10.99,SMOKE SHOP,80,3.50,10.99,878.20,68.15,599.20
Golden LLC,MONSTER ENERGY ZERO ULTRA 24 OZ,BEVERAGE : STANDARD,80,2.66,4.69,375.20,43.34,162.60
Golden LLC,GLACEAU SMARTWATER ALKALINE WITH ANTIOXIDANT 33.8 OZ,BEVERAGE : STANDARD,80,1.83,3.49,279.20,47.61,132.94
Golden LLC,S045-S048 JUUL PODS MENTHOL 5% 4PK,VAPE : PRIMARY ,80,17.38,29.19,"2,335.20",40.48,945.20
CEDAR   LLC,ZYN CINNAMON 6MG,POUCH,79,6.65,8.99,710.21,26.03,184.86
HAWK   LLC,MDEW 1 LTR,BEVERAGE : STANDARD,79,2.02,3.69,291.51,45.26,131.93
HAWK   LLC,SNICKERS ORIGINAL,CANDY : BARS,79,1.18,2.39,188.81,50.51,95.38
HAWK   LLC,SPRITE ZERO SUGAR 20 OZ,BEVERAGE : STANDARD,79,1.58,3.09,244.11,48.76,119.03
CHEYENNE   LLC,MDEW BAJA BLAST 1 LTR,BEVERAGE : STANDARD,79,1.96,3.59,283.61,45.45,128.90
CHEYENNE   LLC,SKOAL SNUS MINT,CHEW,79,5.29,6.09,481.11,13.20,63.52
CHEYENNE   LLC,AQUAVISTA WATER 20 OZ,BEVERAGE : STANDARD,79,0.77,1.69,133.51,54.39,72.62
LITTLETON   LLC,RED BULL COCONUT BERRY 12 OZ,BEVERAGE : STANDARD,79,2.07,3.99,315.21,48.10,151.62
Zuni   LLC,B&M JAZZ WT 25CT,CIGAR & PAPER,79,1.74,2.29,162.31,24.00,43.42
Zuni   LLC,DS062 MODELO CHELADA 24 OZ,BEER,79,2.65,3.99,315.21,33.48,105.54
BOULDER   LLC,GATORADE LEMON LIME 20  OZ,BEVERAGE : STANDARD,79,1.46,2.99,236.21,51.09,120.67
Golden LLC,PEPSI WILD CHERRY 20 OZ,BEVERAGE : STANDARD,79,1.76,2.99,236.21,41.24,97.42
Golden LLC,POWERADE MOUNTAIN BERRY BLAST SPORTS DRINK 28 OZ,BEVERAGE : STANDARD,79,1.41,2.89,218.41,51.19,116.87
Golden LLC,$3 MILLION FORTUNE,LOTTERY,79,50.00,50.00,"3,950.00",0.00,0.00
CEDAR   LLC,FY REG,FRITO LAYS,78,1.88,2.69,209.82,30.11,63.18
CEDAR   LLC,SPRITE 1 LTR,BEVERAGE : STANDARD,78,1.97,3.59,280.02,45.19,126.56
CEDAR   LLC,FANTA PINEAPPLE SODA 20 OZ,BEVERAGE : STANDARD,78,1.28,2.99,233.22,57.15,133.29
WHEAT   LLC,ZYN WINTERGREEN 3MG,POUCH,78,6.65,8.99,701.22,26.03,182.52
HAWK   LLC,STRBK FRAPPUCCINO VANILLA CHILLED COFFEE 13.7 OZ,BEVERAGE : STANDARD,78,2.83,4.49,354.82,36.90,129.22
HAWK   LLC,GATORADE THIRST GLACIER FREEZE 28 OZ,BEVERAGE : STANDARD,78,1.99,3.49,269.22,42.98,117.00
HAWK   LLC,B.B. BIG BOPPER I.C. SAND,ICE CREAM,78,2.07,4.39,342.42,52.90,181.16
HAWK   LLC,decade of dillars $20,LOTTERY,78,0.20,20.00,"1,560.00",99.00,"1,544.40"
CHEYENNE   LLC,PYRAMID BX RED 100,CIGARETTES,78,6.88,8.39,636.12,18.02,117.94
CHEYENNE   LLC,MARLBORO MTHL BLK 100 BX,CIGARETTES,78,7.88,8.39,644.91,6.10,39.94
COLFAX   LLC,50 X $5,LOTTERY,78,4.65,5.00,400.00,7.00,27.30
LITTLETON   LLC,"$500,000 crossword",LOTTERY,78,0.00,20.00,"1,560.00",100.00,"1,560.00"
Zuni   LLC,GATORADE THIRST QUENCHER 28 OZ,BEVERAGE : STANDARD,78,1.99,3.39,278.22,41.30,109.20
Zuni   LLC,S045 RAMEN CHICK NDLE TOP,GROCERY,78,0.66,1.29,100.62,48.51,48.82
Zuni   LLC,MONSTER ULTRA STRAWBERRY DREAM ZERO 16 OZ,BEVERAGE : STANDARD,78,1.74,3.59,280.02,51.53,144.30
Zuni   LLC,VITAMIN WATER ZERO SQUEZ 20 OZ,BEVERAGE : STANDARD,78,1.45,2.79,217.62,47.91,104.26
Zuni   LLC,VITA COCO PURECOCPET 16.9 OZ,BEVERAGE : STANDARD,78,1.47,3.99,311.22,63.12,196.44
BOULDER   LLC,DS068 COORS BANQUET 1 PK 24 OZ,BEER,78,2.23,3.69,287.82,39.48,113.62
Golden LLC,TOPO CHICO MINERAL WATER TWIST OF LIME 12O BTL 12 OZ,BEVERAGE : STANDARD,78,1.35,3.09,228.42,56.31,135.72
Golden LLC,GATORADE ORANGE 28 OZ,BEVERAGE : STANDARD,78,1.99,3.39,267.62,41.30,109.20
Golden LLC,REGULAR SUNGLASSES,COUNTER DISPLAY,78,3.00,9.99,779.22,69.97,545.22
Golden LLC,BUZZBALLLZ CHILLERS BERRY CHERRY LIMEADE UIC 24 187 ML,LIQUOR,78,2.41,4.99,389.22,51.70,201.24
CEDAR   LLC,MT CT HOT ,FRITO LAYS,77,4.35,5.89,453.53,26.15,118.58
CEDAR   LLC,CT HOT,FRITO LAYS,77,1.88,2.69,207.13,30.11,62.37
CEDAR   LLC,HERSHEY MILK CHOCOLATE KI,CANDY : BARS,77,1.75,3.29,253.33,46.83,118.63
WHEAT   LLC,LIFE WATER 700 ML ,BEVERAGE : STANDARD,77,1.61,2.89,222.53,44.20,98.37
HAWK   LLC,CARAMELLO KING,CANDY : BARS,77,1.75,3.39,261.03,48.39,126.33
HAWK   LLC,DR PEPPER SODA 16 OZ,BEVERAGE : STANDARD,77,1.38,2.49,191.73,44.61,85.54
CHEYENNE   LLC,BRISK SWEET ICED TEA 1 LTR,BEVERAGE : STANDARD,77,1.20,2.19,168.63,45.21,76.23
CHEYENNE   LLC,GATORADE THIRST FROST GLACIER 28 OZ,BEVERAGE : STANDARD,77,1.89,3.39,263.83,44.15,115.25
CHEYENNE   LLC,MONSTER ENERGY ZERO ULTRA 24 OZ,BEVERAGE : STANDARD,77,2.48,4.69,361.13,47.12,170.17
CHEYENNE   LLC,MONSTER JUICE VIKING BERRY 16 OZ,BEVERAGE : STANDARD,77,1.68,3.59,276.43,53.20,147.07
CHEYENNE   LLC,ROCKSTAR RECOVERY ORANGE FLAVOUR 16 OZ,BEVERAGE : STANDARD,77,1.63,3.29,250.17,50.61,128.21
CHEYENNE   LLC,ON NICOTINE POUCHES 2MG M,POUCH,77,3.40,4.39,335.33,22.64,76.54
CHEYENNE   LLC,ZONE POUCH WINTERGREEN 9M,POUCH,77,3.68,4.99,383.33,26.17,100.56
Zuni   LLC,FANTA ORANGE SODA 20 OZ,BEVERAGE : STANDARD,77,1.28,2.99,230.23,57.15,131.58
Zuni   LLC,GATORADE ZERO LEMON LIME 28 OZ,BEVERAGE : STANDARD,77,1.99,3.39,274.43,41.30,107.80
Zuni   LLC,MONSTER ENERGY ULTRA SUNRISE ZERO 16 OZ,BEVERAGE : STANDARD,77,1.74,3.59,276.43,51.53,142.45
BOULDER   LLC,ZYN COFFEE 6MG,POUCH,77,6.65,8.99,692.23,26.03,180.18
Golden LLC,CLIF BAR WHT CHOC MACADAM,PROTEIN BARS,77,1.41,2.99,230.33,52.81,121.60
Golden LLC,BODY ARMOR WATER 700 ML,BEVERAGE : STANDARD,77,1.29,2.49,191.73,48.13,92.28
CEDAR   LLC,MUG ROOT BEER 20 OZ,BEVERAGE : STANDARD,76,1.55,2.99,227.24,48.09,109.29
CEDAR   LLC,GOOD 2 GROW WTR GRAPE 6OZ,BEVERAGE : STANDARD,76,2.62,3.99,303.24,34.42,104.38
HAWK   LLC,PEPSI WILD CHERRY CAN 16 OZ,BEVERAGE : STANDARD,76,1.38,2.49,189.24,44.61,84.43
HAWK   LLC,SWISHER SO2 GRAPE 30 / 2 CT ,CIGAR & PAPER,76,1.42,1.99,151.24,28.81,43.58
HAWK   LLC,NEWPORT BOX,CIGARETTES,76,10.80,12.40,937.15,12.94,121.90
HAWK   LLC,DEX ARTISAN ITALIAN SUB 8,REFRIGERATED,76,4.07,6.69,508.44,39.18,199.22
HAWK   LLC,BINGO TRIPLER,LOTTERY,76,5.00,5.00,380.00,0.00,0.00
CHEYENNE   LLC,AMERICAN SPIRIT 85 BOX BL,CIGARETTES,76,9.21,10.49,792.64,12.25,97.66
CHEYENNE   LLC,GATORADE THIRST LEMON LIME 28 OZ,BEVERAGE : STANDARD,76,1.89,3.39,260.24,44.15,113.75
LITTLETON   LLC,MONSTER ZERO SUGAR ULTRA BLUE HAWAIIAN ENERGY DRINK CAN 16 OZ,BEVERAGE : STANDARD,76,1.74,3.59,272.84,51.53,140.60
LITTLETON   LLC,COPENHAGEN SNUFF FINE CUT,CHEW,76,8.46,9.79,744.04,13.54,100.78
Zuni   LLC,STRBK FRAPPUCCINO VANILLA CHILLED COFFEE 13.7 OZ,BEVERAGE : STANDARD,76,2.83,4.39,336.84,35.46,118.31
Zuni   LLC,CHARMS BLOW POP ASSORTED,CANDY : BARS,76,0.16,0.39,29.64,58.59,17.37
Zuni   LLC,$200 FRENZY,LOTTERY,76,0.00,5.00,380.00,100.00,380.00
Zuni   LLC,ALANI ENERGY HAWAIIAN SHAVED 12 OZ,BEVERAGE : STANDARD,76,1.80,3.09,273.24,41.75,98.04
BOULDER   LLC,ZYN COOL MINT 3MG,POUCH,76,6.49,8.99,683.24,31.03,190.30
Golden LLC,MONSTER ENERGY DRINK 24 OZ,BEVERAGE : STANDARD,76,2.66,4.69,356.44,43.34,154.47
Golden LLC,FIJI WATER  1 LTR LOOSE,BEVERAGE : STANDARD,76,2.03,4.19,318.44,51.57,164.23
Golden LLC,VITAMIN XXX BLUEBERRY POMEGRANATE 20 OZ,BEVERAGE : STANDARD,76,1.45,2.79,212.04,47.91,101.59
Golden LLC,NOS ENERGY DRINK 24 OZ,BEVERAGE : STANDARD,76,2.66,4.59,348.84,42.10,146.87
CEDAR   LLC,PALLSAV MEN BLACK 83 BOX,CIGARETTES,75,9.65,10.33,768.87,6.56,50.85
CEDAR   LLC,MT CT JU,FRITO LAYS,75,1.88,2.69,201.75,30.11,60.75
CEDAR   LLC,LONGHORN FC NATURAL,CHEW,75,4.45,5.19,389.25,14.30,55.65
CEDAR   LLC,VITAMIN XXX BLUEBERRY POMEGRANATE 20 OZ,BEVERAGE : STANDARD,75,1.45,2.79,209.25,47.91,100.25
HAWK   LLC,LIGHTER BIC FLICK YOUR BI,COUNTER DISPLAY,75,1.65,3.39,254.25,51.47,130.88
HAWK   LLC,LIQUID DEATH TEAS ARMLESS PALMER 19.2 OZ,BEVERAGE : STANDARD,75,1.80,4.09,306.75,56.05,171.94
LITTLETON   LLC,ELDORADO 1.0 LITER 12 PK 1 LTR,BEVERAGE : STANDARD,75,0.71,2.39,179.25,70.36,126.13
LITTLETON   LLC,BEST CHANCE TO BE A MILLIONAIRE,LOTTERY,75,50.00,50.00,"3,750.00",0.00,0.00
Zuni   LLC,VISINE REDEYE COMFORT DROPS 0.28 OZ,HBC,75,1.92,5.49,411.75,65.10,268.07
Zuni   LLC,GUAYAKI BRAVO MANGO ORGANIC  15.5 OZ,BEVERAGE : SPECIALITY,75,2.08,4.59,341.65,54.61,188.00
BOULDER   LLC,LIFEWATER PURIFIED 1 LTR,BEVERAGE : STANDARD,75,1.67,3.29,246.75,49.34,121.76
BOULDER   LLC,MARLBORO RED LABEL 100 BO,CIGARETTES,75,9.92,11.39,849.32,12.94,110.55
BOULDER   LLC,GATORADE COOL BLUE 20  OZ,BEVERAGE : STANDARD,75,1.46,2.99,224.25,51.09,114.56
Golden LLC,SNICKERS KING 2 PIECE,CANDY : BARS,75,1.92,3.29,246.75,41.57,102.56
Golden LLC,ZYN CINNAMON 3MG,POUCH,75,6.65,8.99,674.25,26.03,175.50
Golden LLC,ZYN MENTHOL 3MG,POUCH,75,6.65,8.99,674.25,26.03,175.50
Golden LLC,RED BULL WILD BERRIES S/FREE 12 OZ,BEVERAGE : STANDARD,75,2.05,3.99,299.25,48.62,145.50
Golden LLC,$25 MILLION CASH EXPLOSION,LOTTERY,75,20.00,20.00,"1,500.00",0.00,0.00
CEDAR   LLC,RED BULL SUMMER/ AMBER 12 OZ,BEVERAGE : STANDARD,74,2.19,3.99,295.26,45.23,133.54
CEDAR   LLC,ARIZONA WATERMELON 22OZ,BEVERAGE : STANDARD,74,0.87,1.99,147.26,56.32,82.95
HAWK   LLC,SCHWEPPES GINGER ALE 20 OZ,BEVERAGE : STANDARD,74,1.55,2.99,222.66,48.09,106.41
CHEYENNE   LLC,DR NAC,FRITO LAYS,74,1.88,2.69,199.06,30.11,59.94
CHEYENNE   LLC,RED BULL GRPFRUIT BLOSSOM 12 OZ,BEVERAGE : STANDARD,74,2.00,3.99,295.26,49.93,147.42
CHEYENNE   LLC,ICEE LARGE ,CO  : FOUNTAIN,74,1.26,2.09,154.66,39.71,61.42
LITTLETON   LLC,MARLBORO SILVER PACK BOX,CIGARETTES,74,9.92,11.39,836.74,12.94,109.08
LITTLETON   LLC,GATORADE THIRST FRUIT PUNCH 28 OZ,BEVERAGE : STANDARD,74,1.99,3.39,254.06,41.30,103.60
LITTLETON   LLC,S097 FIREBALL CINNAMON RED HOT,LIQUOR,74,1.16,2.29,169.46,49.25,83.47
Zuni   LLC,LIFEWATER PURIFIED 1 LTR,BEVERAGE : STANDARD,74,1.67,3.29,243.46,49.34,120.13
Zuni   LLC,LB LMO,FRITO LAYS,74,1.88,2.69,199.06,30.11,59.94
Zuni   LLC,$ 5 decade,LOTTERY,74,0.08,5.00,370.00,98.33,363.84
Zuni   LLC,CELSIUS STRAWBERRY PASSIONFRUIT 12 OZ,BEVERAGE : STANDARD,74,1.52,2.99,220.78,49.14,108.72
BOULDER   LLC,MARLBORO 72 BOX,CIGARETTES,74,9.92,10.89,799.82,8.94,72.08
BOULDER   LLC,RED BULL SUGARFREE 8.4 OZ,BEVERAGE : STANDARD,74,1.52,3.29,243.46,53.77,130.92
BOULDER   LLC,RED BULL 16 OZ,BEVERAGE : STANDARD,74,2.93,4.99,369.26,41.37,152.75
Golden LLC,TOPO CHICO LIME WITH MINT 12 OZ,BEVERAGE : STANDARD,74,1.00,1.99,145.06,49.52,72.93
Golden LLC,COCA COLA CHERRY ZERO 20 OZ,BEVERAGE : STANDARD,74,1.58,2.99,221.26,47.05,104.10
Golden LLC,$500 FRENZY,LOTTERY,74,0.00,10.00,740.00,100.00,740.00
CEDAR   LLC,STRING CHEESE 1/OZ SARGEN,REFRIGERATED,73,0.46,0.89,64.97,48.74,31.67
CEDAR   LLC,AMERICAN SPIRIT ORG 85 BO,CIGARETTES,73,11.33,13.18,956.47,14.04,135.05
CEDAR   LLC,ZYN WINTERGREEN 6MG,POUCH,73,6.65,8.99,656.27,26.03,170.82
CEDAR   LLC,NOS HIGH PERFORMANCE ENERGY 16 OZ,BEVERAGE : STANDARD,73,1.72,3.59,258.07,52.00,136.27
WHEAT   LLC,GATORADE COOL BLUE 28 OZ,BEVERAGE : STANDARD,73,1.99,3.39,250.87,41.30,102.20
HAWK   LLC,MT LB REG ,FRITO LAYS,73,3.68,4.99,364.27,26.25,95.63
HAWK   LLC,GATORADE FRUIT PUNCH 24 OZ,BEVERAGE : STANDARD,73,2.09,3.49,254.77,40.01,101.93
HAWK   LLC,MONSTER ENERGY ZERO ULTRA 24 OZ,BEVERAGE : STANDARD,73,2.66,4.79,349.67,44.52,155.67
CHEYENNE   LLC,MDEW CODE RED 20 OZ,BEVERAGE : STANDARD,73,1.58,2.99,218.27,47.05,102.69
CHEYENNE   LLC,ARIZONA SWEET TEA 22OZ,BEVERAGE : STANDARD,73,0.87,1.99,145.27,56.32,81.83
CHEYENNE   LLC,KANVA BOTANIALS KANNA + KANYA RELAXING TONIC,SMOKE SHOP,73,5.00,9.99,687.27,49.96,364.34
LITTLETON   LLC,ZYN CINNAMON 3MG,POUCH,73,6.65,8.99,656.27,26.03,170.82
LITTLETON   LLC,ZYN CITRUS 3MG,POUCH,73,6.65,8.99,656.27,26.03,170.82
Zuni   LLC,REESES KING,CANDY : BARS,73,1.71,3.29,240.17,48.04,115.38
Zuni   LLC,DS074 CORONA 24 OZ,BEER,73,2.65,4.59,335.07,42.18,141.32
Zuni   LLC,ALANI ENG CHTW 12 OZ,BEVERAGE : STANDARD,73,1.80,3.09,259.17,41.75,94.17
Zuni   LLC,ZIG ZAG HEMP WRAP ORIGINAL,CIGAR & PAPER,73,0.51,0.99,72.27,48.97,35.39
BOULDER   LLC,TOPO CHICO MINERAL WATER 11.5 OZ,BEVERAGE : STANDARD,73,1.35,3.09,216.57,56.31,127.02
BOULDER   LLC,PALLSAV MEN 100 BOX,CIGARETTES,73,9.65,10.33,768.66,6.56,49.49
BOULDER   LLC,ELECTROLIT BEVERAGE FRUIT PUNCH 21 OZ,BEVERAGE : STANDARD,73,1.92,3.99,291.27,51.96,151.36
Golden LLC,L & M BLUE PACK BOX,CIGARETTES,73,9.75,10.79,786.12,9.65,75.99
Golden LLC,GATORADE FIERCE BLU CHERRY 28 OZ,BEVERAGE : STANDARD,73,1.99,3.39,249.87,41.30,102.20
Golden LLC,RED BULL GRPFRUIT BLOSSON S/FREE 8 0Z,BEVERAGE : STANDARD,73,1.52,3.29,240.17,53.77,129.15
Golden LLC,$200 FRENZY,LOTTERY,73,0.00,5.00,365.00,100.00,365.00
CEDAR   LLC,HERSHEY MILK CHOCOLATE,CANDY : BARS,72,0.98,2.29,164.88,57.13,94.20
CEDAR   LLC,AMERICAN SPIRIT 85 BOX YE,CIGARETTES,72,10.85,12.61,903.72,13.96,126.72
CEDAR   LLC,BARQS ROOT BEER 20 OZ,BEVERAGE : STANDARD,72,1.28,2.99,215.28,57.15,123.03
CEDAR   LLC,B.B. ORIGINAL BOMB POP 3.,ICE CREAM,72,1.16,2.39,172.08,51.52,88.65
CEDAR   LLC,MONSTER ENERGY DRINK PACIFIC PUNCH 16 OZ,BEVERAGE : STANDARD,72,1.74,3.59,258.48,51.53,133.20
HAWK   LLC,BUBBLY BLKBERY 16 OZ,BEVERAGE : STANDARD,72,1.17,2.19,157.68,46.73,73.68
HAWK   LLC,BRISK LEMON ICED SWEET TEA 1 LTR,BEVERAGE : STANDARD,72,1.12,2.29,164.88,51.09,84.24
HAWK   LLC,B.B. CHAMP CONE CARAMEL 4,ICE CREAM,72,1.47,3.09,222.48,52.29,116.34
HAWK   LLC,COPENHAGEN LONG CUT STRAI,CHEW,72,7.72,8.89,640.08,13.18,84.38
CHEYENNE   LLC,DR CRA,FRITO LAYS,72,1.88,2.69,193.68,30.11,58.32
CHEYENNE   LLC,TRUMOO CHOC ESL 14 OZ,REFRIGERATED,72,1.42,2.99,194.28,52.51,113.04
CHEYENNE   LLC,ON NICOTINE POUCHES 4MG C,POUCH,72,3.40,4.39,314.88,22.64,71.57
COLFAX   LLC,COCA COLA CLASSIC STOCK AND GRIP 20 OZ,BEVERAGE : STANDARD,72,1.58,2.99,221.26,47.05,101.28
COLFAX   LLC,DR PEPPER 20 OZ,BEVERAGE : STANDARD,72,1.61,2.99,215.28,46.14,99.33
COLFAX   LLC,GLACEAU SMART WATER 700 ML,BEVERAGE : STANDARD,72,1.45,2.99,214.79,51.55,110.97
LITTLETON   LLC,ZYN PEPPERMINT 3MG,POUCH,72,6.65,8.99,647.28,26.03,168.48
Zuni   LLC,ORBIT WINTERMINT 14 CT,GUMS & MINTS,72,1.01,2.19,157.68,54.03,85.20
Zuni   LLC,BON APPETIT CHEESE&BERRY,BAKERY & PASTRY,72,1.87,3.19,229.68,41.42,95.13
Zuni   LLC,SNICKERS ORIGINAL,CANDY : BARS,72,1.18,2.29,164.88,48.35,79.73
Zuni   LLC,SNICKERS BIG ONE ICE CRM,ICE CREAM,72,1.91,3.89,280.08,50.93,142.65
Zuni   LLC,TROPPPOROJ 11 OZ,BEVERAGE : STANDARD,72,2.00,2.99,223.28,33.11,71.28
Zuni   LLC,TRIDENT WHITE PEPPERMINT,GUMS & MINTS,72,1.13,2.79,180.78,59.42,119.36
Zuni   LLC,A&W ROOT BEAR 20 OZ,BEVERAGE : STANDARD,72,1.28,2.79,200.88,54.30,109.08
Zuni   LLC,RED BULL COCONUT BERRY 12 OZ,BEVERAGE : STANDARD,72,2.06,3.99,287.28,48.36,138.93
Zuni   LLC,GUAYAKI REVEL BERRY 15.5 OZ,BEVERAGE : SPECIALITY,72,2.08,4.39,316.08,52.54,166.08
Zuni   LLC,MIKE HARDER LEMONADE 23.5 OZ,BEER,72,2.65,4.59,326.83,42.18,139.38
Zuni   LLC,NEW BELGUIM VOODOO RANGER IMPERIAL 19.2 OZ,BEER,72,2.44,4.19,287.68,41.69,125.76
Zuni   LLC,VITAMIN WATER ZERO 20 OZ,BEVERAGE : STANDARD,72,1.45,2.79,200.88,47.91,96.24
BOULDER   LLC,NEWPORT BOX 100S,CIGARETTES,72,10.80,12.40,886.92,12.94,115.49
BOULDER   LLC,NESTLE PURE LIFEWATER 24 PK 16.9 OZ,BEVERAGE : STANDARD,72,6.50,7.99,575.28,18.65,107.28
BOULDER   LLC,DS045 WHITE CLAW SURGE BLOOD ORANGE 19.2 OZ,BEER,72,2.65,4.59,330.48,42.18,139.38
BOULDER   LLC,CANN LEMON LAVENDER 12 OZ,BEVERAGE : SPECIALITY,72,1.97,3.99,287.28,50.66,145.53
Golden LLC,BON APPETIT MARBLE CAKE 4,BAKERY & PASTRY,72,1.87,3.19,229.68,41.30,94.86
Golden LLC,GATORLYTE GLACIER FREEZE 20 OZ,BEVERAGE : STANDARD,72,1.92,3.79,272.88,49.32,134.58
Golden LLC,RED BULL SUGARFREE 8.4 OZ,BEVERAGE : STANDARD,72,1.52,3.29,236.88,53.77,127.38
Golden LLC,VITAMIN WATER GLACEAU 20 OZ,BEVERAGE : STANDARD,72,1.45,2.79,200.88,47.91,96.24
CEDAR   LLC,MDEW VOLTAGE 20 OZ,BEVERAGE : STANDARD,71,1.61,2.99,212.29,46.14,97.95
CEDAR   LLC,NESQUIK STRAWBERRY,BEVERAGE : STANDARD,71,1.62,2.89,205.19,44.03,90.35
CEDAR   LLC,CT XFH,FRITO LAYS,71,1.88,2.69,190.99,30.11,57.51
CEDAR   LLC,REESES PEANUT BUTTER,CANDY : BARS,71,0.98,2.29,162.59,57.13,92.90
CEDAR   LLC,AMERICAN SPIRIT 85 BOX BL,CIGARETTES,71,10.85,12.61,915.28,13.96,124.96
HAWK   LLC,REESES FAST BREAK KING,CANDY : BARS,71,1.75,3.39,240.69,48.39,116.48
HAWK   LLC,LA FAVORITA TORTILLA CHIPS 16 OZ,GROCERY,71,2.62,4.99,354.29,47.49,168.27
HAWK   LLC,STARBUCKS TRIPLESHOT CAFFE MOCHA EXTRA STRENGTH ENERGY COFFEE BEVRAGE 11 OZ,BEVERAGE : STANDARD,71,2.92,4.49,318.79,35.04,111.71
HAWK   LLC,CELSIUS SPARKLING ORANGE ENERGY DRINK 12 OZ,BEVERAGE : STANDARD,71,1.52,3.09,219.39,50.78,111.41
CHEYENNE   LLC,MG TRUMOO WHOLE CHOCOLATE MILK QUART 12 OZ,REFRIGERATED,71,1.91,3.49,254.39,45.27,112.18
CHEYENNE   LLC,CHEESE CHEDDAR 2/OZ CHSE,REFRIGERATED,71,1.12,1.99,141.29,43.97,62.13
Zuni   LLC,MDEW VOLTAGE 20 OZ,BEVERAGE : STANDARD,71,1.61,2.99,212.29,46.14,97.95
Zuni   LLC,DS072 MICHELOB ULTRA 25 OZ,BEER,71,2.30,3.99,283.29,42.27,119.76
Zuni   LLC,GRIZZLY LONGCUT WINTERGRE,CHEW,71,7.65,8.64,604.32,11.46,70.29
Zuni   LLC,RED BULL 16 OZ,BEVERAGE : STANDARD,71,2.93,4.99,354.29,41.37,146.56
Zuni   LLC,BAR TAKIS FUEGO 3.25 OZ,BIMBO BAKERY,71,1.60,2.99,212.29,46.49,98.69
Golden LLC,STRBK COFFEE13.7 OZ ,BEVERAGE : STANDARD,71,2.83,4.39,315.89,35.46,110.53
Golden LLC,MARLBORO BLACK 100 BOX,CIGARETTES,71,9.46,9.05,640.37,-4.56,-29.32
Golden LLC,BON APPETIT CHEESE&BERRY,BAKERY & PASTRY,71,1.87,3.19,226.49,41.42,93.81
Golden LLC,GUAYAKI BERRY LEMONADE 15.5 OZ,BEVERAGE : SPECIALITY,71,1.92,4.39,311.69,56.34,175.61
Golden LLC,CORE POWER PROTEIN MILK SHAKE 14 OZ,BEVERAGE : STANDARD,71,2.60,4.69,332.99,44.47,148.10
Golden LLC,ON NICOTINE POUCHES 4MG C,POUCH,71,5.30,6.79,478.09,21.97,105.93
Golden LLC,CELSIUS PEACH VIBE 12 OZ,BEVERAGE : STANDARD,71,1.52,2.99,212.29,49.14,104.31
CEDAR   LLC,PEPSI DIET 20 OZ ,BEVERAGE : STANDARD,70,1.61,2.99,209.30,46.14,96.57
CEDAR   LLC,DASANI WATER 20 OZ,BEVERAGE : STANDARD,70,1.04,2.19,153.30,52.44,80.39
CEDAR   LLC,WERNER TERIYAKI STICK,LOCAL PRODCTS,70,0.80,1.49,104.30,46.31,48.30
WHEAT   LLC,LUCKY STRIKE RED KING FIL,CIGARETTES,70,8.30,7.79,542.77,-6.53,-35.63
WHEAT   LLC,GATORADE LIME CUCUMBER 28 OZ,BEVERAGE : STANDARD,70,1.99,3.39,238.10,41.30,98.00
WHEAT   LLC,RED BULL SUGARFREE 12 OZ,BEVERAGE : STANDARD,70,2.06,3.99,279.30,48.36,135.07
HAWK   LLC,M & M PEANUT KING,CANDY : BARS,70,1.92,3.39,237.30,43.29,102.73
HAWK   LLC,SKOAL LONG CUT WINTERGREE,CHEW,70,8.63,9.89,692.30,12.76,88.34
HAWK   LLC,ARIZONA WATERMELON 22OZ,BEVERAGE : STANDARD,70,0.87,2.09,146.30,58.41,85.46
HAWK   LLC,WHLFCLS MILK WHL 1GALLON,REFRIGERATED,70,6.58,6.99,489.30,5.83,28.53
CHEYENNE   LLC,SNICKERS KING 2 PIECE,CANDY : BARS,70,1.92,3.29,230.30,41.57,95.73
CHEYENNE   LLC,A&W CAFFEINE ROOT BEAR 20 OZ,BEVERAGE : STANDARD,70,1.58,2.79,195.30,43.25,84.47
