Store Name,Description,Department,Qty Sold,Cost,Retail,Total Retail,Margin,Profit
WHEAT   LLC,GATORADE ORANGE  20OZ,BEVERAGE : STANDARD,40,0.67,2.99,119.60,77.49,92.68
WHEAT   LLC,RED BULL SUGARFREE SUMMER EDITION ENERGY DRINK 12 OZ,BEVERAGE : STANDARD,40,2.06,3.99,159.60,48.36,77.18
WHEAT   LLC,RED BULL SUMMER WATERMELON 8.4 OZ,BEVERAGE : STANDARD,40,1.53,3.29,131.60,53.46,70.35
WHEAT   LLC,CELSIUS PEACH MANGO 12 OZ,BEVERAGE : STANDARD,40,1.52,2.99,119.60,49.14,58.77
HAWK   LLC,MDEW LIVE WIRE 20 OZ,BEVERAGE : STANDARD,40,1.61,3.09,123.60,47.88,59.18
HAWK   LLC,J. LINK BEEF&CHSE AMERICA,JERKY,40,1.09,2.09,83.60,47.94,40.08
HAWK   LLC,DOG FD CHOICE BEEF 13.2OZ,HOME GOODS,40,2.19,4.19,167.60,47.73,80.00
HAWK   LLC,MINUTE MAID LEMONADE 20 OZ,BEVERAGE : STANDARD,40,1.28,3.09,123.60,58.54,72.35
HAWK   LLC,CT HOT ,FRITO LAYS,40,1.88,2.69,110.60,30.11,32.40
HAWK   LLC,HERSHEY KIT KAT,CANDY : BARS,40,0.98,2.39,95.60,58.93,56.34
HAWK   LLC,YORK MINTS,CANDY : BARS,40,0.98,2.39,95.60,58.93,56.34
HAWK   LLC,BON APPETIT CHEESE&BERRY,BAKERY & PASTRY,40,1.87,3.89,155.60,51.96,80.85
HAWK   LLC,DEX MRKT MEG SMKD TURK&CH,REFRIGERATED,40,3.55,5.89,235.60,39.79,93.75
HAWK   LLC,GRIZZLY SNUFF,CHEW,40,7.65,8.64,337.44,11.46,39.60
HAWK   LLC,HARIBO GOLD BEARS 10 OZ ST,CANDY : BOX & PEG,40,2.82,5.39,215.60,47.61,102.65
HAWK   LLC,GATORADE GATORLYTE ORANGE 20 OZ,BEVERAGE : STANDARD,40,1.92,3.89,154.83,50.62,78.77
HAWK   LLC,PROPEL ELECTROLYTE BERRY 20O BTL 20 OZ,BEVERAGE : STANDARD,40,1.35,2.49,99.60,45.95,45.77
HAWK   LLC,PIZZA 6.5IN TRAD-PEPP. DI,FROZEN,40,4.05,7.99,319.60,49.31,157.60
HAWK   LLC,RED BULL SUMMER/ AMBER LS 8.4 OZ,BEVERAGE : STANDARD,40,1.53,3.39,135.60,54.83,74.35
HAWK   LLC,PAPER TOWEL 1RL 2PLY WHT,HOME GOODS,40,0.97,1.99,79.60,51.26,40.80
HAWK   LLC,NOS ZERO SUGAR 16 OZ,BEVERAGE : STANDARD,40,1.72,3.59,143.80,52.00,74.67
HAWK   LLC,HOSTESS DONETTES CRUNCH 9,BAKERY & PASTRY,40,3.29,5.99,239.60,45.02,107.87
HAWK   LLC,VINUT MANGO JUICE 16.9 OZ,BEVERAGE : STANDARD,40,1.50,3.09,120.00,51.47,63.62
CHEYENNE   LLC,MARLBORO MENTHOL 100 BOX,CIGARETTES,40,8.63,9.87,390.04,12.55,49.56
CHEYENNE   LLC,SNICKERS ORIGINAL,CANDY : BARS,40,1.18,2.29,91.60,48.35,44.29
CHEYENNE   LLC,POWERADE MIXED ZERO BERRY 28 OZ,BEVERAGE : STANDARD,40,1.26,2.89,112.60,56.40,65.20
CHEYENNE   LLC,GATORADE GATORLYTE STRAW KIWI 20 OZ,BEVERAGE : STANDARD,40,2.08,3.79,151.60,45.03,68.27
CHEYENNE   LLC,COPENHAGEN LONG CUT STRAI,CHEW,40,5.67,6.49,258.40,12.67,32.88
CHEYENNE   LLC,ZYN COFFEE 6MG,POUCH,40,4.16,5.99,239.60,-3.51,73.28
CHEYENNE   LLC,ARIZONA MUCHO MANGO 22OZ,BEVERAGE : STANDARD,40,0.87,1.99,79.60,56.32,44.84
CHEYENNE   LLC,XHALE LIQUID DIAMONDS MASTER BLEND THCA X PX9 2G DISPOSABLE VAPE CASE CANDY GAS (SATIVA),SMOKE SHOP,40,9.99,19.99,799.60,50.03,400.00
CHEYENNE   LLC,BODY ARMOR ORANGE MANGO 28 OZ,BEVERAGE : STANDARD,40,1.54,3.49,137.40,55.83,77.94
LITTLETON   LLC,AMERICAN SPIRIT MEN 85 BO,CIGARETTES,40,11.33,13.18,523.84,14.04,74.00
LITTLETON   LLC,GATORADE GLACIER CHERRY 20 OZ,BEVERAGE : STANDARD,40,1.46,2.99,105.60,51.09,61.10
Zuni   LLC,Minute Maid 100% Apple Juice 12oz,BEVERAGE : STANDARD,40,1.54,2.99,119.60,48.54,58.05
Zuni   LLC,SLIM JIM DELI STYLE NATUR,JERKY,40,2.09,3.89,155.60,46.26,71.98
Zuni   LLC,HERSHEY COOKIES N CREME,CANDY : BARS,40,0.98,2.29,91.60,57.13,52.34
Zuni   LLC,B&M WINE WOODTIP 25CT,CIGAR & PAPER,40,1.74,2.29,82.20,24.00,21.98
Zuni   LLC,COORS LIGHT 4/6 PK 12 OZ,BEER,40,6.93,10.29,411.60,32.70,134.60
Zuni   LLC,NAKED JUICE STRAWBERRY BANANA 15.2 OZ,BEVERAGE : STANDARD,40,3.16,4.89,195.60,35.46,69.35
Zuni   LLC,TOILET PAPER WHT 4PK,HOME GOODS,40,1.75,3.39,135.60,48.38,65.60
Zuni   LLC,DS039 WHITE CLAW 3 VARITY CANS 2/12 PK 12 OZ,BEER,40,15.78,19.99,799.60,21.09,168.60
Zuni   LLC,SATI CBD LEMON 12 OZ,BEVERAGE : SPECIALITY,40,2.63,4.39,175.60,40.09,70.40
Zuni   LLC,SHOW 5 FOR PINEAPPLE BUZZ 15 CT,CIGAR & PAPER,40,0.95,1.49,59.60,36.24,21.60
Zuni   LLC,ZONE POUCH MINT 6 MG,POUCH,40,5.60,7.29,291.60,23.21,67.68
BOULDER   LLC,PEPSI WILD CHERRY 20 OZ,BEVERAGE : STANDARD,40,1.61,2.99,119.60,46.14,55.18
BOULDER   LLC,CAMEL WIDE CLASSIC FILTER,CIGARETTES,40,11.27,12.99,519.60,13.21,68.64
BOULDER   LLC,MODELO ESPECIAL CANS 4/6 PK 12 OZ,BEER,40,7.66,10.99,439.60,30.28,133.10
BOULDER   LLC,MONSTER ZERO SUGAR ULTRA BLUE HAWAIIAN ENERGY DRINK CAN 16 OZ,BEVERAGE : STANDARD,40,1.74,3.59,143.60,51.53,74.00
BOULDER   LLC,COPENHAGEN LONG CUT NATUR,CHEW,40,8.46,9.79,391.60,13.54,53.04
BOULDER   LLC,SUGAR BEVERAGE FEE 14.5 OZ,SUGAR FEE  (OPERATIONAL ONLY),40,0.29,0.29,11.60,0.00,0.00
BOULDER   LLC,RED BULL COCONUT BERRY 12 OZ,BEVERAGE : STANDARD,40,2.05,3.99,159.60,48.62,77.60
BOULDER   LLC,$3 MILLION FORTUNE,LOTTERY,40,50.00,50.00,"2,000.00",0.00,0.00
BOULDER   LLC,CELSIUS ESSENTIAL DRAGONBERRY SF 16 OZ,BEVERAGE : STANDARD,40,1.75,3.19,127.60,45.14,57.60
Golden LLC,NATTY DADDY LAGER BEER 25 OZ,BEER,40,1.20,2.39,95.60,49.65,47.47
Golden LLC,REESES PEANUT BUTTER,CANDY : BARS,40,0.98,2.29,91.60,57.13,52.34
Golden LLC,DS011 COORS LIGHT 12 PK 12 OZ,BEER,40,11.15,15.99,639.60,30.27,193.60
Golden LLC,GHOST ENERGY CHERRY LIMEDE 16 OZ,BEVERAGE : STANDARD,40,1.71,3.89,155.60,56.08,87.27
Golden LLC,REIGN ORANGE DREAMSICLE ENERGY DRINK 16 OZ,BEVERAGE : STANDARD,40,1.63,3.49,139.60,53.39,74.54
CEDAR   LLC,ROCHER 3 PIECE,CANDY : BARS,39,1.50,3.29,128.31,54.41,69.81
CEDAR   LLC,STRBK DOUBLE SHOT SALTED CARAMEL 6.5 OZ,BEVERAGE : STANDARD,39,2.30,3.59,140.01,35.93,50.31
CEDAR   LLC,PEPSI WILD CHERRY 16 OZ,BEVERAGE : STANDARD,39,1.38,2.39,91.71,42.29,39.43
CEDAR   LLC,CAMEL CRUSH REG 85 BX MEN,CIGARETTES,39,10.27,10.81,418.82,4.99,21.02
CEDAR   LLC,NEWPORT NON-MENTHOL BOX,CIGARETTES,39,9.81,11.35,439.29,13.54,59.94
CEDAR   LLC,MT LB HOT,FRITO LAYS,39,3.68,4.99,194.61,26.25,51.09
CEDAR   LLC,FR TUR F,FRITO LAYS,39,2.94,3.99,155.61,26.32,40.95
CEDAR   LLC,MT CS HO,FRITO LAYS,39,2.00,2.99,116.61,33.11,38.61
CEDAR   LLC,MR GOODBAR KING,CANDY : BARS,39,1.75,3.29,128.31,46.83,60.08
CEDAR   LLC,BABY BOTTLE POPS #477,CANDY : BARS,39,1.64,3.69,143.91,55.63,80.06
CEDAR   LLC,CHICKEN BOWL 3.3OZ MARUCH,GROCERY,39,1.10,2.79,108.81,60.57,65.91
CEDAR   LLC,7DAYS CROISSANT CHOCOLATE,BAKERY & PASTRY,39,1.21,2.59,101.01,53.28,53.82
CEDAR   LLC,ROCKSTAR ENERGY BOOM 16 OZ,BEVERAGE : STANDARD,39,1.63,3.29,127.81,50.48,64.78
WHEAT   LLC,MARLBORO BLACK BOX,CIGARETTES,39,9.46,9.05,350.37,-4.56,-16.11
WHEAT   LLC,LUCKY STRIKE GOLD KING FI,CIGARETTES,39,8.20,7.79,302.60,-5.21,-15.83
HAWK   LLC,J. LINK MEAT SNK ORIG .8 OZ,JERKY,39,0.77,1.49,58.11,48.22,28.02
HAWK   LLC,MARLBORO BLACK 100 BOX,CIGARETTES,39,9.46,9.05,350.99,-4.56,-16.11
HAWK   LLC,MT CT HOT LIM,FRITO LAYS,39,4.35,5.89,229.71,26.15,60.06
HAWK   LLC,MT CS HOT ,FRITO LAYS,39,1.88,2.69,104.91,30.11,31.59
HAWK   LLC,DEX SAU/EGG/CHZ BISCUIT 5,FROZEN,39,2.78,4.59,179.01,39.49,70.69
HAWK   LLC,TRUMOO CHOC ESL 14 OZ,REFRIGERATED,39,1.42,2.99,115.21,52.51,61.23
HAWK   LLC,GATORADE ZERO GLACIER CHERRY 28 OZ,BEVERAGE : STANDARD,39,1.99,3.49,134.71,42.98,58.50
HAWK   LLC,GATORADE ZERO GRP 28 OZ,BEVERAGE : STANDARD,39,1.99,3.49,135.21,42.98,58.50
HAWK   LLC,GATORADE GREEN APPLE 28 OZ,BEVERAGE : STANDARD,39,1.99,3.49,134.41,42.98,58.50
HAWK   LLC,BIC LIGHTER ,COUNTER DISPLAY,39,1.14,2.99,116.61,61.88,72.16
HAWK   LLC,MONSTER ENERGY DRINK PACIFIC PUNCH 16 OZ,BEVERAGE : STANDARD,39,1.74,3.69,143.91,52.85,76.05
HAWK   LLC,SMALL SOUP,CO  : KITCHEN,39,4.00,4.00,156.00,0.00,0.00
HAWK   LLC,TUMS ULTRA PEPPERMINT,HBC,39,1.23,2.99,116.61,59.03,68.84
HAWK   LLC,$ 2 decade,LOTTERY,39,0.02,2.00,78.00,99.00,77.22
HAWK   LLC,AM STAR 1 GALLON DRINKING,BEVERAGE : STANDARD,39,1.51,3.99,155.61,62.07,96.59
HAWK   LLC,CORE POWER STRAWBERRY BANANA 26 G ZERO 14 OZ,BEVERAGE : STANDARD,39,2.60,4.79,186.81,45.63,85.25
HAWK   LLC,ROGUE POUCH WINTERGREEN 6,POUCH,39,6.42,8.19,319.41,21.61,69.03
HAWK   LLC,LIQUID DEATH SPARKLING 19.2 OZ,BEVERAGE : STANDARD,39,1.33,3.09,120.81,56.92,68.59
HAWK   LLC,ON NICOTINE POUCHES 4MG C,POUCH,39,5.30,6.79,263.21,21.97,58.19
HAWK   LLC,ON NICOTINE POUCHES 8MG C,POUCH,39,5.30,6.79,263.21,21.97,58.19
CHEYENNE   LLC,LIPTON BRISK RASPBERRY ICED TEA 1 LTR,BEVERAGE : STANDARD,39,1.20,2.19,85.41,45.21,38.61
CHEYENNE   LLC,ARIZONA RX ENERGY,BEVERAGE : STANDARD,39,0.87,1.99,77.61,56.32,43.72
CHEYENNE   LLC,ARIZONA WATERMELON 22OZ,BEVERAGE : STANDARD,39,0.87,1.99,77.61,56.32,43.72
CHEYENNE   LLC,AM STAR 20/OZ DRINKING WA,BEVERAGE : STANDARD,39,0.60,1.09,42.51,44.92,19.09
CHEYENNE   LLC,VITAMIN WATER GLACEAU 20 OZ,BEVERAGE : STANDARD,39,1.33,2.79,108.81,52.33,56.94
CHEYENNE   LLC,VITAMIN XXX BLUEBERRY POMEGRANATE 20 OZ,BEVERAGE : STANDARD,39,1.33,2.79,108.81,52.33,56.94
CHEYENNE   LLC,GLACEAU SMARTWATER ALKALINE WITH ANTIOXIDANT 1.5 LTR,BEVERAGE : STANDARD,39,2.05,3.19,124.41,35.87,44.62
CHEYENNE   LLC,VITAMIN WATER ELEVATE RASPBRY LM D 20 OZ,BEVERAGE : STANDARD,39,1.33,2.79,108.81,52.33,56.94
CHEYENNE   LLC,BODY ARMOR STRAWBERRY GRAPE 28 OZ,BEVERAGE : STANDARD,39,1.54,3.49,134.11,55.83,75.99
CHEYENNE   LLC,S099 (MC) SHOW BEE BERRY 5 PK,CIGAR & PAPER,39,0.91,1.49,58.11,38.88,22.60
COLFAX   LLC,ELDORADO WATER 1 GAL,BEVERAGE : STANDARD,39,1.27,3.49,136.11,63.75,86.78
COLFAX   LLC,FEEL FREE PLANT BASED HERBAL KRATOM SUPPLEMENT 2 OZ,BEVERAGE : SPECIALITY,39,4.40,9.99,389.61,55.96,218.01
LITTLETON   LLC,DS013-0014 MODELO ESPECIAL BEER 12 PK 12 OZ,BEER,39,14.25,19.99,779.61,28.71,223.86
LITTLETON   LLC,COFFEE LARGE,CO  : COFFEE & TEA,39,1.50,2.49,97.11,39.76,38.61
LITTLETON   LLC,RED BULL EDITION WATERMELON SUGAEFREE 8.4 OZ,BEVERAGE : STANDARD,39,1.54,3.29,128.31,53.14,68.19
LITTLETON   LLC,RED BULL SUMMER EDITION ENERGY DRINK - 8.4 OZ,BEVERAGE : STANDARD,39,1.54,3.29,128.31,53.14,68.19
LITTLETON   LLC,BEATBOX CRANBERRY DREAMS 500 ML UIC 12,LIQUOR,39,2.66,4.99,194.61,46.73,90.94
LITTLETON   LLC,CELCIUS FANTASY VIBE 12 OZ,BEVERAGE : STANDARD,39,1.52,2.99,116.61,49.14,57.30
Zuni   LLC,MARLBORO MENTHOL BOX,CIGARETTES,39,10.22,12.02,464.70,15.01,70.36
Zuni   LLC,BON APPETIT BLUEBERRY MUF,BAKERY & PASTRY,39,1.87,3.19,124.41,41.42,51.53
Zuni   LLC,BON APPETIT MARBLE CAKE 4,BAKERY & PASTRY,39,1.87,3.19,124.41,41.30,51.38
Zuni   LLC,BON APPETIT CHOCOLATE DON,BAKERY & PASTRY,39,1.87,3.19,124.41,41.42,51.53
Zuni   LLC,B.B. BIG BOPPER I.C. SAND,ICE CREAM,39,2.07,4.19,163.41,50.66,82.78
Zuni   LLC,RED BULL WILD BERRIES 8.4 OZ,BEVERAGE : STANDARD,39,1.53,3.29,128.31,53.46,68.59
Zuni   LLC,100 X $10,LOTTERY,39,9.30,10.00,390.00,7.00,27.30
Zuni   LLC,SMOODIE SMOOTHIE TROPICAL VIBE,F'REAL,39,4.46,6.99,272.61,36.17,98.61
Zuni   LLC,ROCKSTAR ZERO CARB 16 OZ,BEVERAGE : STANDARD,39,1.63,3.29,128.31,50.48,64.78
BOULDER   LLC,STRBK MOCHA 13.7 OZ,BEVERAGE : STANDARD,39,2.83,4.39,174.01,35.46,60.71
BOULDER   LLC,J. LINK BEEF&CHSE AMERICA,JERKY,39,1.09,1.99,77.61,45.32,35.17
BOULDER   LLC,NEWPORT BOX,CIGARETTES,39,10.80,12.40,481.29,12.94,62.56
BOULDER   LLC,CT CRY,FRITO LAYS,39,1.88,2.69,104.91,30.11,31.59
BOULDER   LLC,MODELO CHELADA LIMON Y SAL 1 PK 24 OZ,BEER,39,2.65,3.99,155.61,33.48,52.10
BOULDER   LLC,BON APPETIT CHEESE&BERRY,BAKERY & PASTRY,39,1.87,3.19,124.41,41.38,51.48
BOULDER   LLC,DISPOSABLE BAG FEE $.10,CO  : DISPOSAL BA ,39,0.02,0.10,3.90,81.01,3.16
BOULDER   LLC,RED BULL WILD BERRIES SF 8.4 OZ,BEVERAGE : STANDARD,39,1.52,3.29,128.31,53.77,69.00
BOULDER   LLC,S001 (MC) RAW CONE ROLLING PAPERS 6 PK,CIGAR & PAPER,39,1.12,1.99,77.61,43.48,33.75
BOULDER   LLC,ON NICOTINE POUCHES 4MG C,POUCH,39,5.30,6.79,264.01,21.97,58.19
BOULDER   LLC,CELCIUS PLAYA VIBE 12 OZ,BEVERAGE : STANDARD,39,1.52,2.99,116.12,49.14,57.30
Golden LLC,CAMEL CRUSH MEN SILVER BOX,CIGARETTES,39,10.27,10.81,419.13,4.99,21.02
Golden LLC,DR CLM,FRITO LAYS,39,1.61,2.69,104.91,40.15,42.12
Golden LLC,BON APPETIT SUPER CINNAMO,BAKERY & PASTRY,39,1.87,3.19,124.41,41.30,51.38
Golden LLC,COCA COLA ZERO 1 LTR,BEVERAGE : STANDARD,39,1.97,3.59,140.01,45.19,63.28
Golden LLC,BIMBO CONCHAS VANNILA,BIMBO BAKERY,39,1.43,2.59,106.19,44.79,45.24
Golden LLC,CANADA DRY 20 OZ,BEVERAGE : STANDARD,39,1.28,2.79,108.81,54.30,59.09
Golden LLC,GUMMI NERDS CLUSTERS V-BE,CANDY : BOX & PEG,39,2.16,4.89,190.71,55.85,106.51
Golden LLC,EG  HARD BOILED PEELED 2,REFRIGERATED,39,1.14,2.29,89.31,50.09,44.73
Golden LLC,BODY ARMOR LYTE PEACH MANGO 28 OZ,BEVERAGE : STANDARD,39,1.75,3.49,134.41,49.86,67.86
Golden LLC,HOSTESS JUMBO GLZ HONEY B,BAKERY & PASTRY,39,1.72,2.99,116.61,42.59,49.66
CEDAR   LLC,PROPANE EXCHANGE,EXTERIOR,38,16.50,29.99,"1,139.62",44.98,512.62
CEDAR   LLC,MT FR CS,FRITO LAYS,38,4.41,5.99,227.62,26.38,60.04
CEDAR   LLC,POT PIE CHICKEN 7OZ BANQU,FROZEN,38,1.72,3.29,125.02,47.72,59.66
CEDAR   LLC,B&M JAZZ PT 25 CT,CIGAR & PAPER,38,1.48,1.99,76.42,25.47,19.26
CEDAR   LLC,MONSTER REHAB ENERGY 16 OZ,BEVERAGE : STANDARD,38,1.74,3.59,136.42,51.53,70.30
CEDAR   LLC,REDBULL SUGARFREE SUMMER EDITION ENERGY DRINK 12 OZ,BEVERAGE : STANDARD,38,2.19,3.99,151.62,45.23,68.57
WHEAT   LLC,MONSTER JUICE VIKING BERRY 20 OZ,BEVERAGE : STANDARD,38,1.74,3.59,136.42,51.53,70.30
WHEAT   LLC,COFFEE SMALL,CO  : COFFEE & TEA,38,1.89,1.89,71.82,0.00,0.00
HAWK   LLC,MILK DUDS THEATER 5.5 OZ,CANDY : BOX & PEG,38,1.08,2.89,109.82,62.49,68.62
HAWK   LLC,PEPSI ZERO SUGAR 20 OZ,BEVERAGE : STANDARD,38,1.61,3.09,117.42,47.88,56.22
HAWK   LLC,J. LINK BEEF&CHSE JALAPEN,JERKY,38,1.09,2.09,79.42,47.94,38.07
HAWK   LLC,FR SCP ,FRITO LAYS,38,4.35,5.89,223.82,26.15,58.52
HAWK   LLC,LB LMO ,FRITO LAYS,38,1.88,2.69,102.22,30.11,30.78
HAWK   LLC,AMERICAN SPIRIT 85 BOX BL,CIGARETTES,38,10.85,12.61,476.66,13.96,66.88
HAWK   LLC,CREEK SIDE 16 OZ,CO  : COFFEE & TEA,38,10.00,17.99,683.62,44.41,303.62
HAWK   LLC,B.B. CHERRY CHOCOLATE CHU,ICE CREAM,38,2.32,4.29,163.02,45.92,74.86
HAWK   LLC,SKOAL LONG CUT STRAIGHT,CHEW,38,8.63,9.89,375.82,12.76,47.96
HAWK   LLC,BANG PEACH MANGO 16 OZ,BEVERAGE : STANDARD,38,1.63,3.29,125.02,50.56,63.21
HAWK   LLC,HOSTESS COFFEE CAKE CINN-,BAKERY & PASTRY,38,1.72,3.19,121.22,46.20,56.00
HAWK   LLC,HOSTESS DONETTES POWDERED,BAKERY & PASTRY,38,3.29,5.99,227.62,45.02,102.47
HAWK   LLC,HOSTESS WHITE BREAD 18 OZ,GROCERY,38,2.82,4.89,185.82,42.33,78.66
HAWK   LLC,CELSIUS PEACH MANGO 12 OZ,BEVERAGE : STANDARD,38,1.52,3.09,117.42,50.78,59.63
CHEYENNE   LLC,SWISHER SWEET MINI CIG GR,CIGAR & PAPER,38,1.37,2.39,90.42,42.68,38.76
CHEYENNE   LLC,MARLBORO SMOOTH 100 BOX,CIGARETTES,38,8.63,9.87,371.42,12.55,47.08
CHEYENNE   LLC,NAB RITZ W/CHEESE SNDWCH,SALTY SNACKS,38,0.51,1.19,45.22,57.56,26.03
CHEYENNE   LLC,MONSTER ENERGY NITRO 16 OZ,BEVERAGE : STANDARD,38,1.68,3.59,136.42,53.20,72.58
CHEYENNE   LLC,EL MONT. BURRITO BF/BN/CH,FROZEN,38,1.49,2.99,113.62,50.14,56.97
CHEYENNE   LLC,CHARLESTON CHEW MINI THEA,CANDY : BOX & PEG,38,0.94,2.39,90.82,60.50,54.94
CHEYENNE   LLC,DR PEPPER CHERRY 20 OZ,BEVERAGE : STANDARD,38,1.44,2.99,113.62,52.01,59.09
CHEYENNE   LLC,GOLD PEAK ICED SWEET TEA 18.5 OZ,BEVERAGE : STANDARD,38,1.50,2.99,113.62,49.83,56.62
CHEYENNE   LLC,BANG COTTON CANDY CANS 16 OZ,BEVERAGE : STANDARD,38,1.52,3.19,121.22,52.35,63.46
CHEYENNE   LLC,RED BULL CARUBA ELDER FLOWER 8.4oz,BEVERAGE : STANDARD,38,1.41,3.29,122.24,57.13,71.42
CHEYENNE   LLC,XHALE LIVE RESIN LIQUID DIAMONDS 2G DISPOSABLE VAPE PEN CASE PINEAPPLE EXPRESS  (SATIVA),SMOKE SHOP,38,9.99,19.99,759.62,50.03,380.00
CHEYENNE   LLC,LENNY&LARRY WHT CHOC MACA,PROTEIN BARS,38,1.66,3.59,136.42,53.76,73.34
CHEYENNE   LLC,GOOD 2 GROW STRAWBERRY KIWI VEGGIE 6 OZ,BEVERAGE : STANDARD,38,2.42,3.99,151.62,39.35,59.66
COLFAX   LLC,MARLBORO SPEC SELECT RED,CIGARETTES,38,9.92,11.29,425.91,12.17,52.21
COLFAX   LLC,COCA COLA DIET ZERO 20 OZ,BEVERAGE : STANDARD,38,1.58,2.99,113.62,47.05,53.45
COLFAX   LLC,ZYN PEPPERMINT 6MG,POUCH,38,6.65,8.99,341.62,26.03,88.92
COLFAX   LLC,$2.29 DERRINGER VANILLA100,CIGAR & PAPER,38,1.60,2.29,87.02,29.96,26.07
LITTLETON   LLC,TOPO CHICO MINERAL WATER 15.5 OZ,BEVERAGE : STANDARD,38,1.35,3.69,140.22,63.41,88.92
LITTLETON   LLC,CLASSIC CAN 16 OZ,BEVERAGE : STANDARD,38,1.19,2.39,90.82,50.26,45.65
LITTLETON   LLC,GATORADE FRUIT PUNCH BERRY 20 OZ,BEVERAGE : STANDARD,38,0.67,2.99,113.62,77.49,88.05
LITTLETON   LLC,B.B. VANILLA SANDWICH 6 OZ,ICE CREAM,38,1.03,2.09,79.42,50.88,40.41
LITTLETON   LLC,MONSTER ENERGY DRINK 24 OZ,BEVERAGE : STANDARD,38,2.66,4.69,178.22,43.34,77.24
LITTLETON   LLC,ME UL VICE GV 16 OZ,BEVERAGE : STANDARD,38,1.74,3.59,137.62,51.53,70.30
LITTLETON   LLC,ZYN MENTHOL 6MG,POUCH,38,6.20,8.99,341.62,28.81,106.02
LITTLETON   LLC,ESSENTIA WATER  1 LTR,BEVERAGE : STANDARD,38,1.51,3.09,117.42,51.13,60.04
LITTLETON   LLC,"$1 monopoly $10,000!",LOTTERY,38,0.00,1.00,38.00,100.00,38.00
LITTLETON   LLC,HOT NUTS FUEGO JAPNESE STYLE,BIMBO BAKERY,38,1.53,2.99,113.62,48.83,55.48
LITTLETON   LLC,ON NICOTINE POUCHES 4MG W,POUCH,38,5.30,6.79,257.22,21.97,56.70
Zuni   LLC,ZIG ZAG CONE 1 1/4,CIGAR & PAPER,38,0.91,2.19,83.22,58.35,48.56
Zuni   LLC,GARDETTO SNACKENS ORIG. 5,SALTY SNACKS,38,2.67,5.99,227.62,55.47,126.27
Zuni   LLC,CHELADA BUD LIGHT 1 PK UIC 15 25 OZ,BEER,38,2.30,3.99,151.62,42.27,64.09
Zuni   LLC,MARLBORO 72 GOLD PACK BOX,CIGARETTES,38,9.92,10.89,408.70,8.94,37.01
Zuni   LLC,FR CHIL,FRITO LAYS,38,1.88,2.69,102.22,30.11,30.78
Zuni   LLC,WELCHS FRUIT SNACKS BERRI,CANDY : BOX & PEG,38,1.41,3.19,121.22,55.75,67.58
Zuni   LLC,BON APPETIT BANANA NUT MU,BAKERY & PASTRY,38,1.87,3.19,121.22,41.42,50.21
Zuni   LLC,FRESCA SPARKLING FLAVOURED SODA 20 OZ,BEVERAGE : STANDARD,38,1.58,2.99,113.62,47.05,53.45
Zuni   LLC,GATORADE FRUIT PUNCH BERRY 20 OZ,BEVERAGE : STANDARD,38,1.46,2.99,113.62,51.09,58.05
Zuni   LLC,SKOAL POUCHES MINT,CHEW,38,8.63,9.89,375.82,12.76,47.96
Zuni   LLC,ACT II MIC BUTTER LOVER 2,SALTY SNACKS,38,0.65,1.59,60.42,59.26,35.81
Zuni   LLC,WHITE CASTLE CHEESEBURGER,FROZEN,38,5.30,9.99,379.62,46.95,178.22
Zuni   LLC,TWISTED TEA PEACH 1 PK 24 OZ,BEER,38,2.65,4.59,171.48,42.27,73.72
Zuni   LLC,S001 (MC) RAW CONE ROLLING PAPERS 6 PK,CIGAR & PAPER,38,1.00,2.09,79.42,52.17,41.44
Zuni   LLC,G CHILE BURRITO STEAK/JAL,FROZEN,38,2.71,4.99,183.82,45.64,86.55
Zuni   LLC,CELLUCOR C4 ORANGE SLICE 16 OZ,BEVERAGE : STANDARD,38,1.67,3.19,121.22,47.75,57.89
Zuni   LLC,CELCIUS FANTASY VIBE 12 OZ,BEVERAGE : STANDARD,38,1.52,2.99,113.62,49.14,55.83
BOULDER   LLC,PEPSI ZERO SGR WCHE 20  OZ,BEVERAGE : STANDARD,38,1.61,2.99,113.38,46.14,52.42
BOULDER   LLC,SNICKERS ORIGINAL,CANDY : BARS,38,1.18,2.29,87.02,48.35,42.08
BOULDER   LLC,GRIZZLY LONGCUT WINTERGRE,CHEW,38,7.65,8.64,324.24,11.46,37.62
BOULDER   LLC,GATORADE ZERO LIME CUCUMBER 28 OZ,BEVERAGE : STANDARD,38,1.99,3.39,131.42,41.30,53.20
BOULDER   LLC,GATORADE GLACIER FREEZE 20 OZ,BEVERAGE : STANDARD,38,0.67,2.99,113.62,77.49,88.05
BOULDER   LLC,MONSTER ENERGY ULTRA VIOLET ZERO SUGAR 16 OZ,BEVERAGE : STANDARD,38,1.74,3.59,136.42,51.53,70.30
BOULDER   LLC,ZYN CINNAMON 3MG,POUCH,38,6.65,8.99,341.62,26.03,88.92
BOULDER   LLC,DS048 WHITE CLAW RUBY GRAPEFRUIT 19.2 OZ,BEER,38,2.65,4.59,174.42,42.18,73.56
BOULDER   LLC,$25 MILLION CASH EXPLOSION,LOTTERY,38,20.00,20.00,760.00,0.00,0.00
BOULDER   LLC,BAR TAKIS FUEGO 3.25 OZ,BIMBO BAKERY,38,1.60,2.99,113.62,46.49,52.82
Golden LLC,CAMEL SNUS FROST,CHEW,38,8.64,10.31,387.10,16.16,63.31
